,full_text,username,created_at,clean_text,pred_label,confidence
135,@txtdarionlshop Sbnrnya tanpa sadar masyarakat sdh melakukan redenominasi sendiri. Selama ini masuknya kategori bahasa non formal bahasa tongkrongan. Ga ada aturan khusus tau sama tau aja. Misal 17 5 Kalo topiknya HP ya artinya 17juta500. Tapi kalo lg sama tukang sayur artinya jd 17rb500,,Mon Nov 10 07:05:43 +0000 2025,sbnrnya tanpa sadar masyarakat sudah melakukan redenominasi sendiri. selama ini masuknya kategori bahasa non formal bahasa tongkrongan. enggak ada aturan khusus tau sama tau aja. misal 17 5 kalo topiknya hp ya artinya 17juta500. tapi kalo lagi sama tukang sayur artinya jadi 17rb500,negatif,0.9907398223876953
136,@kompascom Redenominasi ini seperti reboot sistem keuangan jadi uang2 fisik yang tidak terdeteksi sistem BI mau tidak mau akan muncul. Tinggal aparat mau tegas atau tidak mempertanyakan asal uangnya dari mana,,Thu Nov 13 08:33:02 +0000 2025,redenominasi ini seperti reboot sistem keuangan jadi uang2 fisik yang tidak terdeteksi sistem bi mau tidak mau akan muncul. tinggal aparat mau tegas atau tidak mempertanyakan asal uangnya dari mana,negatif,0.9857103228569031
137,@Ges_Sit @sharpandshark @bank_indonesia Lhadhallaaahhhh BI kan lembaga independen bukan dibawah kementrian keuangan. Soal redenominasi kan itu juga baru RUU untuk jadi UU mungkin butuh waktu yang juga tidak sebentar. Prediksi (subyektif) andai harus jadi UU ya setelah 2029.,,Wed Nov 12 06:15:34 +0000 2025,lhadhallaaahhhh bi kan lembaga independen bukan dibawah kementrian keuangan. soal redenominasi kan itu juga baru ruu untuk jadi uu mungkin butuh waktu yang juga tidak sebentar. prediksi (subyektif) andai harus jadi uu ya setelah 2029.,negatif,0.9838185906410217
138,Mengapa pemerintah kembali menggaungkan redenominasi ada catatan penting apa di baliknya? #Ekonomi #AdadiKompas https://t.co/EEkLNSfk6l,,Tue Nov 11 09:21:39 +0000 2025,mengapa pemerintah kembali menggaungkan redenominasi ada catatan penting apa di baliknya? ekonomi adadikompas,netral,0.8848903179168701
139,@lelakicupu2204 thats what i thought agak repot kalo redenominasi memang,,Thu Nov 20 15:18:57 +0000 2025,thats what i thought agak repot kalo redenominasi memang,negatif,0.9594783782958984
140,Ketua Komisi XI DPR RI Mukhamad Misbakhun mengatakan redenominasi mata uang rupiah perlu dilakukan dengan transisi secara bertahap untuk menghindari risiko terhadap stabilitas perekonomian. Kami ingin kebijakan ini berjalan hati-hati dan tidak menimbulkan gangguan di https://t.co/vVAtyQqa0R,,Tue Nov 11 12:42:00 +0000 2025,ketua komisi xi dpr ri mukhamad misbakhun mengatakan redenominasi mata uang rupiah perlu dilakukan dengan transisi secara bertahap untuk menghindari risiko terhadap stabilitas perekonomian. kami ingin kebijakan ini berjalan hati-hati dan tidak menimbulkan gangguan di,positif,0.9567314386367798
141,@Dianaraahmaa WOWOWOW UDAH REDENOMINASI KAH RUPIAH INDO?!??,,Tue Nov 25 02:08:46 +0000 2025,wowowow sudah redenominasi kah rupiah indo?!??,negatif,0.9882587194442749
142,JAMBI HARI INI : (Kamis 13 November 2025) Redenominasi Rupiah Akan Memperkuat Citra Perekonomian Nasional.#News #jhi #JambiHariIni #TVRIJambi #MediaPemersatuBangsa https://t.co/GOomVFwnDA,,Thu Nov 13 11:16:46 +0000 2025,jambi hari ini : (kamis 13 november 2025) redenominasi rupiah akan memperkuat citra perekonomian nasional.news jhi jambihariini tvrijambi mediapemersatubangsa,netral,0.9806386828422546
143,https://t.co/hKNftGMPSy https://t.co/w0dwpPHdLL,,Wed Nov 12 02:23:15 +0000 2025,,positif,0.8911839723587036
144,@doaingwya AOWKWOO REDENOMINASI MAKASI,,Mon Dec 15 01:16:51 +0000 2025,aowkwoo redenominasi terima kasih,netral,0.9721164703369141
145,Duit gue sebenernya udh di redenominasi duluan guys ini 4juta lebih udh bisa beli tiket IYF VIP https://t.co/UucJW5URZ0,,Wed Nov 12 10:54:41 +0000 2025,duit gue sebenarnya sudah di redenominasi duluan guys ini 4juta lebih sudah bisa beli tiket iyf vip,netral,0.8471910357475281
146,Redenominasi Rupiah Butuh Persiapan Tiga Tahun DPR: Harus Dikaji Mendalam https://t.co/VoQ1KokTfz,,Wed Nov 12 08:51:57 +0000 2025,redenominasi rupiah butuh persiapan tiga tahun dpr: harus dikaji mendalam,netral,0.9806915521621704
147,Mari kita lihat satu per satu bagaimana redenominasi itu bisa mempengaruhi kehidupan finansial Anda. 1. Tabungan: Saldo di rekening Anda tidak berkurang nilainya hanya berubah tampilannya.,,Wed Nov 12 11:59:56 +0000 2025,mari kita lihat satu per satu bagaimana redenominasi itu bisa mempengaruhi kehidupan finansial anda. 1. tabungan: saldo di rekening anda tidak berkurang nilainya hanya berubah tampilannya.,positif,0.9149602651596069
148,@Kanseulir Tapi perlu dikaji secara cermat mengenai dampak inflasi akibat redenominasi. Misalnya harga barang yg semula Misalnya 1.713 Rupiah maka stlh redenominasi nilainya pasti dibulatkan ke ratusan terdekat yaitu 1.800 rupiah atau 1 8 Rupiah stlh redenominasi,,Tue Sep 09 12:02:44 +0000 2025,tapi perlu dikaji secara cermat mengenai dampak inflasi akibat redenominasi. misalnya harga barang yang semula misalnya 1.713 rupiah maka setelah redenominasi nilainya pasti dibulatkan ke ratusan terdekat yaitu 1.800 rupiah atau 1 8 rupiah setelah redenominasi,netral,0.8102529644966125
149, [THREAD] Redenominasi Rupiah Emang Penting Banget? Atau Cuma Gimik Ekonomi? Wacana redenominasi rupiah kembali hidup setelah Bank Sentral tegasan belum akan lakukan redenominasi Rupiah alias penghapusan tiga nol di belakang uang kita misalnya Rp1.000 jadi Rp1. Tapi... apa https://t.co/E67YjF6EZg,,Tue Nov 11 11:45:52 +0000 2025,[thread] redenominasi rupiah memang penting banget? atau cuma gimik ekonomi? wacana redenominasi rupiah kembali hidup setelah bank sentral tegasan belum akan lakukan redenominasi rupiah alias penghapusan tiga nol di belakang uang kita misalnya rp1.000 jadi rp1. tapi... apa,negatif,0.8051205277442932
150,@ARSIPAJA Nanti kalo sudah redenominasi...1 ringgit jadi 4 rupiah...,,Thu Nov 13 09:57:14 +0000 2025,nanti kalo sudah redenominasi...1 ringgit jadi 4 rupiah...,netral,0.9844324588775635
151,beritasatu. Menteri Keuangan Purbaya Yudhi Sadewa menegaskan Pemerintah belum membahas pelaksanaan kebijakan tersebut dalam waktu dekat ia menegaskan rencana redenominasi mata uang rupiah sepenuhnya menjadi kewenangan Bank Indonesia (BI). Pemerintah kata dia belum membahas https://t.co/YffnKuMjUM,,Tue Nov 11 05:18:52 +0000 2025,beritasatu. menteri keuangan purbaya yudhi sadewa menegaskan pemerintah belum membahas pelaksanaan kebijakan tersebut dalam waktu dekat ia menegaskan rencana redenominasi mata uang rupiah sepenuhnya menjadi kewenangan bank indonesia (bi). pemerintah kata dia belum membahas,netral,0.9827540516853333
152,@AbahBerry01 Dari Konten Tik Tok.??? Hadeeeew KaLo bikin Narasi yg cerdas Sedikit Redenominasi ga semudah itu Ferguso... Pemikiran dari Orang Yg jelas Keilmuannya ajja blm tentu pas dlm menyimpulkan Redenominasi La kog ini konten entah pemikiran anak SD mana di post,,Wed Sep 10 06:13:39 +0000 2025,dari konten tik tok.??? hadeeeew kalo bikin narasi yang cerdas sedikit redenominasi enggak semudah itu ferguso... pemikiran dari orang yang jelas keilmuannya saja belum tentu pas dalam menyimpulkan redenominasi lah kok ini konten entah pemikiran anak sd mana di post,negatif,0.9934036135673523
153,@Saham_fess setuju karena angka 0 dibelakang bisa mempengaruhi psikologis masyarakat berkaitan kenaikan harga. misalnya kenaikan harga 100 rupiah akan lebih bernilai setalah redenominasi,,Thu Nov 13 06:19:24 +0000 2025,setuju karena angka 0 dibelakang bisa mempengaruhi psikologis masyarakat berkaitan kenaikan harga. misalnya kenaikan harga 100 rupiah akan lebih bernilai setalah redenominasi,positif,0.8864346742630005
154,Secara matematis Sebelum Redenominasi 1066 4041 x 93773 0811 =99.999.998 155 Setelah Redenominasi 1066 4041 x 93 7731 = 100.000 0183 Atau 1066 4041 x 93 7730 = 99.999 912 Angkanya sudah beda tergantung pembulatan dan angka di belakang koma nah mau pakai yang mana?,,Wed Dec 10 18:13:22 +0000 2025,secara matematis sebelum redenominasi 1066 4041 kali 93773 0811 =99.999.998 155 setelah redenominasi 1066 4041 kali 93 7731 = 100.000 0183 atau 1066 4041 kali 93 7730 = 99.999 912 angkanya sudah beda tergantung pembulatan dan angka di belakang koma nah mau pakai yang mana?,negatif,0.8065766096115112
155,Kalo Redenominasi ini diterapin bisa nyederhanain dan efisiensi tiap transaksi. Kalo pake pecahan uang dengan nominal gede atau yg punya banyak nol kayak 100.000 ngebikin sisten pencatatan lebih kompleks. Nah katanya dengan nominal yg lebih simpel juga bakal nguatin citra,,Wed Nov 12 14:56:56 +0000 2025,kalo redenominasi ini diterapin bisa nyederhanain dan efisiensi tiap transaksi. kalo pakai pecahan uang dengan nominal gede atau yang punya banyak nol kayak 100.000 ngebikin sisten pencatatan lebih kompleks. nah katanya dengan nominal yang lebih simpel juga bakal nguatin citra,positif,0.7886414527893066
156,Apa itu REDENOMINASI?? Cek Selengkapnya ya !!!https://t.co/8nuAmIqD2u,,Sat Nov 15 11:09:11 +0000 2025,apa itu redenominasi?? cek selengkapnya ya !!!,negatif,0.9687720537185669
157,Kepala Badan Riset dan Inovasi Nasional (BRIN) Arif Satrio buka suara soal wacana redenominasi rupiah. Dia menyebut pihaknya siap memberikan rekomendasi terkait wacana tersebut. Selengkapnya : https://t.co/Zl2DaYp67v #vivacoid #brin #redenominasirupiah https://t.co/1qF3LH7zRL,,Mon Nov 24 13:00:10 +0000 2025,kepala badan riset dan inovasi nasional (brin) arif satrio buka suara soal wacana redenominasi rupiah. dia menyebut pihaknya siap memberikan rekomendasi terkait wacana tersebut. selengkapnya : vivacoid brin redenominasirupiah,netral,0.9812713265419006
158,Apa itu Redenominasi Rupiah? Ini Contoh Manfaat dan Tantangannya https://t.co/GiMhDCHenH,,Mon Nov 10 08:55:35 +0000 2025,apa itu redenominasi rupiah? ini contoh manfaat dan tantangannya,positif,0.9685844779014587
159,Redenominasi rupiah bisa berantas korupsi? NO. Sebab koruptor tak simpan cash money rupiah. Mereka sudah beli emas USD Euro atau beli saham. Banyak juga yg sudah titip ke jasa Laundry . Bahkan invest bikin server Jud0L.,,Thu Sep 11 07:16:53 +0000 2025,redenominasi rupiah bisa berantas korupsi? no. sebab koruptor tak simpan cash money rupiah. mereka sudah beli emas usd euro atau beli saham. banyak juga yang sudah titip ke jasa laundry . bahkan invest bikin server jud0l.,negatif,0.9798226952552795
160,@Areanesia24 klo jadi redenominasi berarti Rp24T aja ya? hmmmmmmm,,Mon Nov 10 14:02:04 +0000 2025,kalo jadi redenominasi berarti rp24t saja ya? hmmmmmmm,negatif,0.9897065162658691
161,@vuiturenoire di redenominasi jadi 19.000 atau cuma 19 lapangan kerja,,Thu Nov 13 03:14:46 +0000 2025,di redenominasi jadi 19.000 atau cuma 19 lapangan kerja,netral,0.9715598225593567
162,@kokokdirgantoro Mari Kita dorong redenominasi rupiah segera dilakukan mas supaya semua uang fisik yg masih di tangan koruptor ditukar dan didata kalau tidak mau jadi tak ada harganya.,,Wed Sep 10 09:19:18 +0000 2025,mari kita dorong redenominasi rupiah segera dilakukan mas supaya semua uang fisik yang masih di tangan koruptor ditukar dan didata kalau tidak mau jadi tak ada harganya.,negatif,0.9849525094032288
163,Bayangin kalian bisa beli kopi cuma Rp20? Bukan mimpi tapi bisa aja kejadian kalo redenominasi Rupiah beneran jalan Nilainya tetap sama cuma angka rupiahnya yang lebih simpel. https://t.co/RRlm83tnWS,,Tue Nov 18 07:53:44 +0000 2025,bayangkan kalian bisa beli kopi cuma rp20? bukan mimpi tapi bisa saja kejadian kalo redenominasi rupiah benaran jalan nilainya tetap sama cuma angka rupiahnya yang lebih simpel.,negatif,0.9942944645881653
164,Redenominasi tuh bukan pemotongan nilai tapi penyederhanaan biar semua makin efisien. https://t.co/1uz1pNZY1y,,Wed Nov 12 06:41:42 +0000 2025,redenominasi tuh bukan pemotongan nilai tapi penyederhanaan biar semua makin efisien.,positif,0.8257778286933899
165,Akhirnya Gubernur Bank Indonesia (BI) Perry Warjiyo buka suara soal isu redenominasi rupiah alias penyederhanaan nilai uang. Tapi tenang dulu BI belum akan menerapkan redenominasi dalam waktu dekat.,,Thu Nov 13 08:10:54 +0000 2025,akhirnya gubernur bank indonesia (bi) perry warjiyo buka suara soal isu redenominasi rupiah alias penyederhanaan nilai uang. tapi tenang dulu bi belum akan menerapkan redenominasi dalam waktu dekat.,netral,0.9621644616127014
166,INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Tandatangani Petisi! https://t.co/LBTcKwUBtJ lewat @ChangeOrg_ID,,Wed Nov 12 03:42:13 +0000 2025,indonesia mendukung redenominasi purbaya - tandatangani petisi! lewat,netral,0.8491598963737488
167,@Chico_Cahya Bisa ditutup-tutupin pake redenominasi.,,Sun Jan 18 04:56:36 +0000 2026,bisa ditutup-tutupin pakai redenominasi.,netral,0.9834301471710205
168,@MrOngDedy Redenominasi jadi ga sih?,,Thu Jan 29 12:58:04 +0000 2026,redenominasi jadi enggak sih?,negatif,0.9592604637145996
169,Redenominasi bikin sistem pembayaran lebih praktis bikin rakyat lebih nyaman belanja sehari-hari. https://t.co/ONVdrxtH5j,,Fri Nov 21 22:59:09 +0000 2025,redenominasi bikin sistem pembayaran lebih praktis bikin rakyat lebih nyaman belanja sehari-hari.,positif,0.9764824509620667
170,Redenominasi tengah dikaji sejak 2013 hingga sekarang Ekonom dan Pengamat Kebijakan Publik Ichsanuddin Noorsy mengatakan hal tersebut menunjukkan sistem perekonomian yang dianut di Indonesia itu salah dan gagal sehingga harus diperbaiki akar masalahnya dan bukan menghilangkan https://t.co/CjmIahWb1k,,Tue Jan 13 13:10:00 +0000 2026,redenominasi tengah dikaji sejak 2013 hingga sekarang ekonom dan pengamat kebijakan publik ichsanuddin noorsy mengatakan hal tersebut menunjukkan sistem perekonomian yang dianut di indonesia itu salah dan gagal sehingga harus diperbaiki akar masalahnya dan bukan menghilangkan,negatif,0.9839563965797424
171,@SosmedAnu redenominasi belum terjadi itu mah emang saldo anda saja tinggal sgitu,,Mon Nov 10 07:01:00 +0000 2025,redenominasi belum terjadi itu mah memang saldo anda saja tinggal sgitu,negatif,0.9857420921325684
172,Menkeu Siap Redenominasi Rupiah: Mengapa Uang Kita Mau Dipangkas Nolnya? https://t.co/7jBR8pUwBI,,Mon Nov 10 06:49:52 +0000 2025,menkeu siap redenominasi rupiah: mengapa uang kita mau dipangkas nolnya?,netral,0.8244802355766296
173,Iya Redenominasi jangan secara mendadak https://t.co/MxqGB8l553,,Tue Nov 25 08:50:25 +0000 2025,iya redenominasi jangan secara mendadak,netral,0.8046872615814209
174,@calcduc After redenominasi bisa lahh. Ginikan maksudnyaa.. masih lebih ituu ️ https://t.co/rCcVaGfWP5,,Sun Nov 16 09:16:48 +0000 2025,after redenominasi bisa lahh. ginikan maksudnyaa.. masih lebih itu,negatif,0.9897247552871704
175,Banggar DPR Wanti-wanti Potensi Permainan Harga karena Redenominasi Rupiah Baca selengkapnya: https://t.co/8fRduJLbJK ~RKD #DPR #Redenominasi #Rupiah,,Tue Nov 11 07:49:18 +0000 2025,banggar dpr wanti-wanti potensi permainan harga karena redenominasi rupiah baca selengkapnya: ~rkd dpr redenominasi rupiah,netral,0.9806375503540039
176,Maaf izin tanya apa benar ya katanya ada redenominasi uang? Berarti kalau uang saya segini itu artinya 6juta seratus 12 ribu kan ya? https://t.co/wEHi3pIsyX,,Wed Nov 26 02:38:01 +0000 2025,maaf izin tanya apa benar ya katanya ada redenominasi uang? berarti kalau uang saya segini itu artinya 6juta seratus 12 ribu kan ya?,negatif,0.9308245778083801
177,https://t.co/D8cA4gyei0,,Mon Nov 10 08:51:50 +0000 2025,,positif,0.8911839723587036
178,bro udh redenominasi duluan,,Thu Nov 13 13:36:38 +0000 2025,bro sudah redenominasi duluan,netral,0.8257856369018555
179,Wacana Redenominasi: Ekonom Ingatkan Syarat Waktu hingga Sebut Tak Ada Keuntungan untuk Perekonomian https://t.co/FDfmNuYtd3,,Mon Nov 24 22:56:59 +0000 2025,wacana redenominasi: ekonom ingatkan syarat waktu hingga sebut tak ada keuntungan untuk perekonomian,netral,0.9808315634727478
180,Manfaat Redenominasi Rupiah : Langkah Modernisasi Nilai Uang Bukan Pemotongan! https://t.co/xCBQHNTy3a,,Mon Nov 10 08:26:25 +0000 2025,manfaat redenominasi rupiah : langkah modernisasi nilai uang bukan pemotongan!,netral,0.9758732914924622
181,Gubernur BI Tegaskan Redenominasi Tak Pangkas Nilai Rupiah Harga Tetap Sama https://t.co/ts7k3Fg5pk,,Tue Nov 18 03:00:00 +0000 2025,gubernur bi tegaskan redenominasi tak pangkas nilai rupiah harga tetap sama,netral,0.9592015743255615
182,BI pastikan fokus pada stabilitas dan pertumbuhan bukan redenominasi dulu Baca terus https://t.co/dugVKIaua2 dan dapatkan berita ekonomi terkini dari program Investor Daily di Beritasatu TV. #Investordaily #BI #PerryWarjiyo #RedenominasiRupiah #SaatnyaIndonesiaBerbenah https://t.co/yNYpPRhyjy,,Thu Nov 13 02:45:51 +0000 2025,bi pastikan fokus pada stabilitas dan pertumbuhan bukan redenominasi dulu baca terus dan dapatkan berita ekonomi terkini dari program investor daily di beritasatu tv. investordaily bi perrywarjiyo redenominasirupiah saatnyaindonesiaberbenah,netral,0.9746195673942566
183,@RaditRadit12825 @Zeozeeoo @SolaceAmerta Typo kak denominalisasi bukan redenominasi; nominasi apaan? Negara paling awokwowk?,,Wed Jan 21 12:22:27 +0000 2026,typo kak denominalisasi bukan redenominasi; nominasi apaan? negara paling awokwowk?,negatif,0.9511818885803223
184,Redenominasi rupiah yes tapi saldo di bank jangan ikutan dikurangin 0nya ya plis banget ini mah,,Mon Nov 10 06:02:52 +0000 2025,redenominasi rupiah yes tapi saldo di bank jangan ikutan dikurangin 0nya ya plis banget ini mah,negatif,0.9850159883499146
185,REDENOMINASI dalam Kondisi saat ini adalah KELAKUAN KERA YANG TAK MEMAHAMI SUBSTANSI DASAR BISA DILAKUKANNYA REDENOMINASI Ada Prasyarat Utama berupa 1. DEVISA Negara dengan Penduduk 300 Juta Jiwa harus lebih besar atau sama dengan $ 500 Billion US Dollar 2. Persetujuan Treasury,,Thu Nov 13 09:02:41 +0000 2025,redenominasi dalam kondisi saat ini adalah kelakuan kera yang tak memahami substansi dasar bisa dilakukannya redenominasi ada prasyarat utama berupa 1. devisa negara dengan penduduk 300 juta jiwa harus lebih besar atau sama dengan $ 500 billion us dollar 2. persetujuan treasury,negatif,0.9804060459136963
186,emang dikira koruptor segoblok oknum hakim yg nyimpan duit dibawah kasur. kalau ini mah berantas koruptor gagal kondisi ekonomi negara bisa anjlok dgn redenominasi sanering mata uang. berantas koruptor ya perampasan aset dimiskinkan dihukum mati. ,,Tue Sep 09 10:42:54 +0000 2025,memang dikira koruptor segoblok oknum hakim yang nyimpan duit dibawah kasur. kalau ini mah berantas koruptor gagal kondisi ekonomi negara bisa anjlok dengan redenominasi sanering mata uang. berantas koruptor ya perampasan aset dimiskinkan dihukum mati.,negatif,0.9959455132484436
187,Redenominasi bukan tentang berapa nol yang dihapus tetapi seberapa besar kita mampu menjaga nilai di baliknya. #Headline https://t.co/yG01TswerC,,Thu Nov 13 02:45:00 +0000 2025,redenominasi bukan tentang berapa nol yang dihapus tetapi seberapa besar kita mampu menjaga nilai di baliknya. headline,netral,0.7504234910011292
188,@NiBapakLoe @KangManto123 Berita itu benar ada tapi isinya prediksi dan target. Artikel CNBC ramal dolar ke Rp 17.000 tahun depan (pelemahan rupiah) sementara Radar Jogja laporkan Prabowo targetkan Rp 5.000 dalam 5-10 tahun via hilirisasi. Saat ini kurs USD/IDR sekitar Rp 16.600. Redenominasi rupiah,,Wed Nov 26 05:23:15 +0000 2025,berita itu benar ada tapi isinya prediksi dan target. artikel cnbc ramal dolar ke rp 17.000 tahun depan (pelemahan rupiah) sementara radar jogja laporkan prabowo targetkan rp 5.000 dalam 5-10 tahun via hilirisasi. saat ini kurs usd/idr sekitar rp 16.600. redenominasi rupiah,netral,0.9684333205223083
189,@kotakmakan Gara2 redenominasi harga nasgor jadi 15 ribu,,Tue Nov 11 12:54:17 +0000 2025,gara-gara redenominasi harga nasgor jadi 15 ribu,netral,0.9736474752426147
190,@HermawanArt3 @Giiselje Coba jelaskan gimana ceritanya redenominasi itu menyusahkan koruptor? Bahkan anak dan purbaya nya sendiri pun gk begitu setuju redenominasi purbaya bilang ke pers biar redenominasi urusan BI,,Wed Nov 12 11:19:11 +0000 2025,coba jelaskan bagaimana ceritanya redenominasi itu menyusahkan koruptor? bahkan anak dan purbaya nya sendiri pun enggak begitu setuju redenominasi purbaya bilang ke pers biar redenominasi urusan bi,negatif,0.9957441687583923
191,Ekonom IEI Dorong Pemerintah Percepat Redenominasi Rupiah: Kondisi Ekonomi Sudah Lebih Siap dari 10 Tahun Lalu https://t.co/f5EZ8HJsjs #IEI #redenominasi #rupiah #bitvonline,,Sun Nov 16 02:01:59 +0000 2025,ekonom iei dorong pemerintah percepat redenominasi rupiah: kondisi ekonomi sudah lebih siap dari 10 tahun lalu iei redenominasi rupiah bitvonline,netral,0.975746750831604
192,@sharpandshark Kalo gue sih mikirnya redenominasi bakal ngebuka uang tunai dari para koruptor sih soalnya mau gak mau mereka bakal nuker uang ke bank dan kalo itu pejabat uangnya bisa dilacak kan sumbernya dari mana sesuai nggak sama pelaporan harta ketika mau ngejabat,,Tue Nov 11 01:14:43 +0000 2025,kalo gue sih mikirnya redenominasi bakal ngebuka uang tunai dari para koruptor sih soalnya mau enggak mau mereka bakal nuker uang ke bank dan kalo itu pejabat uangnya bisa dilacak kan sumbernya dari mana sesuai enggak sama pelaporan harta ketika mau ngejabat,negatif,0.9956102967262268
193,@gesangwnugroho @sharpandshark Lah koruptor mah redenominasi blom resmi pasti dah tau duluan. Ga mungkin banget mereka kecolongan hal besar kaya gini. Pasti udah antisipasi,,Tue Nov 11 05:50:31 +0000 2025,lah koruptor mah redenominasi belum resmi pasti deh tau duluan. enggak mungkin banget mereka kecolongan hal besar kayak gini. pasti sudah antisipasi,negatif,0.9954015016555786
194,Redenominasi bikin sistem keuangan lebih jernih jadi gampang lacak duit yang mencurigakan. https://t.co/nrRe79ZeE1,,Fri Nov 21 06:28:46 +0000 2025,redenominasi bikin sistem keuangan lebih jernih jadi gampang lacak duit yang mencurigakan.,positif,0.9220465421676636
195,Berita viral minggu ini! Dari berita redenominasi Rupiah hingga diskon promo komik Elex Media dan Shikisai di booth Comifuro 21! Jangan lupa buat kamu yang datang ke Comifuro hari ini dapatkan diskon spesial tiket Festival Komik Shikisai https://t.co/lkdS4WMnNx,,Sat Nov 15 23:00:27 +0000 2025,berita viral minggu ini! dari berita redenominasi rupiah hingga diskon promo komik elex media dan shikisai di booth comifuro 21! jangan lupa buat kamu yang datang ke comifuro hari ini dapatkan diskon spesial tiket festival komik shikisai,netral,0.7781638503074646
196,Banggar DPR RI Ingatkan Pemerintah Tak Gegabah Jalankan Kebijakan Redenominasi https://t.co/yE8OaV9DRA,,Tue Nov 11 11:35:20 +0000 2025,banggar dpr ri ingatkan pemerintah tak gegabah jalankan kebijakan redenominasi,netral,0.9777469038963318
197,@Tokocrypto Redenominasi dan rebranding dari MKR ke SKY bakal jadi katalis besar buat ekosistem. Harga per token memang turun drastis karena supply naik (1 MKR jadi 24.000 SKY) tapi valuasi market tetap terjaga mekanisme staking &amp; reward di SKY bikin narrative governance makin menarik.,,Thu Sep 11 12:33:19 +0000 2025,redenominasi dan rebranding dari mkr ke sky bakal jadi katalis besar buat ekosistem. harga per token memang turun drastis karena supply naik (1 mkr jadi 24.000 sky) tapi valuasi market tetap terjaga mekanisme staking &amp; reward di sky bikin narrative governance makin menarik.,positif,0.9748697280883789
198,Lho? Jadi sebenarnya kepengenan siapa sich redenominasi ini?,,Wed Nov 12 06:30:27 +0000 2025,lho? jadi sebenarnya kepengenan siapa sih redenominasi ini?,negatif,0.9923712015151978
199,@unsoedmfs redenominasi sepenting itu klo masalah kek gini masih bermunculan,,Fri Jan 23 15:59:29 +0000 2026,redenominasi sepenting itu kalo masalah kayak begini masih bermunculan,negatif,0.8972312808036804
