id,teks,label_otomatis,label_manual,catatan
"279","sudah bang ray iyakan saja pak purbaya hebat pasti dia sudah pikirkan matang2 ok yang panik itu koruptor enggak bisa nimbung uang lagi karena harus ganti ini semua uang di sembunyikan ok terus daya belanja masyarakat ningkat karn indak takut lagi belanja sebab dianggap murah begitu bagi kami kaum awam dan kelas bawah agar memudahkan perputaran uang ok","negatif","positif",""
"280","raymon ...!kau itu cuma konten kreator bukan propesor keuangan..otak mu masih kosong","negatif","negatif",""
"281","kalau rp 10.000 jadi rp10 kalo 500 perak jadi berapa?","netral","netral",""
"282","langkah bagus ,untuk maksa tikus berdasi mengeluarkan uangnya atau membiarkan busuk diberangkas","negatif","positif",""
"283","yang kagak setuju itu antek luar","negatif","netral",""
"284","jangankan di rubah <br>gak pakai uang pun jadi biyar tau juga enggak ada yang korupsi di negara ini bos","negatif","negatif",""
"285","2030 fix indonesia hilang","netral","negatif",""
"286","betul terlalu banyak orang yang bikin opini ngalor ngidul padahal di masy sudah terbiasa bilang 100rb jadi 100 tinggal realisasinya saja","negatif","positif",""
"287","kayanya agak optimis sih, terutama di aspek psikologisnya itu. cuman ya benar kang, timing yang paling nentuin.","positif","positif",""
"288","apa hubungannya sama koruptor?","negatif","netral",""
"289","cuma pengalihan isu wuss...gak mungkin bkl terealitakan..!","negatif","negatif",""
"290","takut nya ini bakalan jadi alasan pak prubaya di lengserkan kalau misalnya dia gagal.<br>trs enggak sesimpel begitu buang nol terus nilai nya sama ,masalahnya kepercayaan internasional kita bagaimana bakalan terima enggak uang rupiah kita","negatif","negatif",""
"291","begini saja, selama trader palas merasa untung ketika beli 1 dolar di 16.500 dijual 16.600 maka inflasi akan terus bertumbuh..!<br>begitu banyaknya trader falas indonesia yang sdm nya sangat rendah enggak sadar, menjatuhkan nilai mata uang sendiri,..keras kepala, serakah,begitu dungunya sehingga tidak pernah menyadari nilai mata uang sendiri jatuh!!","negatif","negatif",""
"292","bang, ini kalau enggak salah sudah ada memang wacana pas masih ibu sri. kalau enggak salah aku pernah baca beritanya tahun 2023 tapi aneh sampai akhir tahu enggak jalan bahkan enggak banyak yang tahu","negatif","negatif",""
"293","hari ini 13 november 2025 nilai tukar rupiah terhadap ringgit rp 4.046 = rm 1","netral","netral",""
"294","menurut saya,, sekarang adalah waktu yang tepat.. karena hampir semua masyarakat indonesia sudah terbiasa dengan istilah 10k/10rb , 5k/5rb .. dan memudahkan akuntansi.... apalagi jumlahnya banyak apa enggak pusing itu pak mentri","positif","positif",""
"295","sudah lama redenomisasi dilakukan oleh masyarakat unoffically, sudah biasa menyebut 50 ribu dengan 50k. bahkan di pasar tradisional yang jual-beli hewan ternak, sudah lama penjual dan pembeli menyebut 1.000.000 dengan seribu. pendapat bahwa akan sulit mensosialisasikan redenomisasi rupiah kepada masyarakat atau masyarakat akan mendapatkan beban psikologi karena redenominasi, itu pendapat yang merendahkan intelejensia publik yang selama ini telah melakukan redenominasi &quot;sepihak&quot; di pasar-pasar tradisional. saya yakin jika ini berjalan, uang-uang cash yang disimpan di bawah kasur, karung, ataupun guci karena didapat dari jalur haram, mau-nggak mau harus masuk ke pasar agar tidak kehilangan nilainya. mereka yang menolak redenominasi karena memang punya kepentingan yang merugikan bangsa ini.","negatif","positif",""
"296","semakin sulit menabung 1 miliyar","negatif","negatif",""
"297","aturan yang enggak penting,dan enggak bermanfaat,harus nya pikirin itu utang negara nya.","negatif","negatif",""
"298","pak purbaya harus masukkan ke ruu pelarangan pembulatan di price tag &amp; di saat bertransaksi langsung dll contoh :<br>rp 13,6 = rp 14 <br>rp 15,7 = rp 16 <br>rp 18,8 = rp 19","netral","positif",""
"299","masih banyak lapisan akar rumput yang mengandalkan fiat money rata rata orang di pedesaan petani dan nelayan. kalo kerja di sektor jasa ojol sudah biasa system pengelolaan cashless. jika orang yang sederhana dituntut langsung mengerti dan perubahan angka 0 mata uang sekalian paham cashless by system e-walet, qr code bukannya harus turun langsung buat mengajari dan bimbingan asal tak jadi scam saja oleh oknum. yang memanfaatkn","negatif","negatif",""
"300","apakah negara ini sudah semakin miskin?","negatif","negatif",""
"301","ya setuju bro , cuman di konoha rakyatnya malas membaca , entar bayar 17 malah kayak rupiah dulu 17000k saldo limit wkwk harus matang2 sih merencanakan ini.. kalau gegabah ancurlah","negatif","positif",""
"302","indonesia nuncep bukan karena redenomisasi tapi karena kkn","netral","netral",""
"303","nah ini.","negatif","netral",""
"304","betul-betul bro mau redenominasi atau shanering enggak bakalan nekan laju inflasi,...ingat ini masalah ekonomi yang disebabkan iklim usaha sangat rennah, maka benahi dulu iklim usaha yang sehat, mudah, aman, dan biaya remdah....doboollll","positif","negatif",""
"305","benar si, butuh banget timing","negatif","negatif",""
"306","jika di hilang 3 nol belakang seperti 1 dolar = 16.000 rupiah, maka 1 dolar apa bisa jadi 16 dolar , konoha konoha","netral","netral",""
"307","setuju sih, soalnya ang di kecilin itu kyg sudah lumbrah dari beberapa tahun lalu, cth seperti saya pas kerja di barik dulu 2018, temen² itu sudah rata - rata pada mengomong kyg uang 50.000 di singkat 50, kyg minjem duit ke teman misalnya 2juta, kita itu kebanyakan pinjem duit lu duaribu dulu nanti gajian gua balikin, entah dari mana datangnya saya kepikiran kyg begitu dari dulu seperti lihat mata uang negara tetangga 1ringgit/1dollar/1 dong tailand, sangat terlihat keren sih semoga saja kedepanya project ini terjadi &amp; berhasil yang mana di saat kirim nominal jutaan tidak membuat angka 0 yang panjang","negatif","positif",""
"308","impian saya sejak kecil ahirnya menjadi kenyataan. saran saya. uang kertas yang diredominasi bentuk nya , dari warna sampai gambarnya harus sama ,cuma dikurangi saja nolnya . agar masyarakat yang kurang literasi akan mudah menggunakan dan tidak bingung, dan setahun kemudian barulah update","positif","positif",""
"309","sok tau lu raymond","negatif","negatif",""
"310","optimis koh","positif","positif",""
"311","kayaknya.. mah, enggak bakal gagal dah.<br>di tahun sekarang<br><br>orang yang korupsi dll.<br>udah, pada gila²an.<br><br>asal indonesia.. korupsinya? enggak gila²an.<br>baru dah, gagal.","negatif","positif",""
"312","atau dengan menggunakan huruf &quot;k&quot; di belakang angkanya, 100k 10k 1k","netral","netral",""
"313","wah terimakasih...","negatif","netral",""
"314","koruptor akan bingung uang simpanan bjibun","negatif","positif",""
"315","ingat bahwa koruptor kita ini di atas hukum, bahkan mereka yang bikin hukumnya. sekarang ini mereka masih begitu kuat bisa bikin hukum buat melewatkan mereka sendiri. belum lagi bila sampai tertangkap, nanti bisa di-amnesti presiden. saya rasa sekarang dengan kepercayaan rakyat kepada penguasa lagi paling rendahnya sejak indonesia merdeka, ini bukan saat yang tepat buat re-denominasi.","negatif","negatif",""
"316","bennix lebih jelas","positif","netral",""
"317","ada alasan kenapa urusan redenominasi harus ekstra hati-hati.<br>redenominasi itu seperti tombol reset dalam sistem keuangan, reset, reset reset tau kan apa itu reset???<br>yes, nilai uang apa sih? enggak ada. nilai rasa (mahal/murah), psikologis, abstrak, terlihat, seolah-olah. paling cuma kepercayaan, percaya kalau itu bernilai, percaya karena dijamin undang-undang<br><br>gua enggak setuju redenominasi. gua enggak peduli itu kertas di isi apa, rp 1000 atau rp 1 asal bisa buat beli gorengan.<br><br>tapi apa beda gorengan rp 1000 dengan gorengan rp 1? <br>yes, gorengan rp 1 terlihat murah, dan apa kalau harga barang terlihat murah? yes dimahalin.<br><br>maka siap-siaplah terjadi inflasi besar-besaran, harga-harga akan mulai merangkak naik sampai terasa pas tidak mahal atau murah. harga komoditas barang mulai menyesuaikan, mengatur ulang harganya dari awal.<br>reset<br><br>sampai harga gorengan rp 1 menjadi rp 1000 lagi, seperti harga gorengan rp 1 pada 50 tahunan yang lalu (redenominasi pada tahun 1965)","negatif","negatif",""
"318","jika ekonomi stabil tahun 2030 yang paling cocok karena semua generasi sudah tau digital","positif","negatif",""
"319","inflasi kuncinya.","netral","netral",""
"320","pengalamanku pulang dari hongkong di bandara soetta gara gara uang 2000 mengira uang 20,000 karena kebanyakan nol, di bandara hongkong atm ku ketelen di mesin atm, gara gara mau ambil uang 500 hkd keliru tekan 500,000, atm ku enggak bisa di ambil harus lapor polisi ini dan itu, lebih baik hilangkan 3 nol di belakangnya biar enggak bikin ribet","negatif","positif",""
"321","kalau sekarang pasti lebih cepat siap<br>krn kemudahan medsos akan mbuat kita mengerti tujuan n dampak.. <br>jdi dukunglah redenominasi","positif","positif",""
"322","iblis kayak mereka mana mau muterin dana secara cuma-cuma, yang ada di tuker ke mata uang asing dan dilarikan jauh entah kemana, nilai tukar rupiah makin ambles karena koruptor ramai2 buang rupiah","negatif","negatif",""
"323","yang takut kebaykan yimpan duit di bawah kasur enggak laku","negatif","negatif",""
"324","​, malas banget jelasin nya , coba lu baca ulang komen yang kamu tulis, 2x/3x,, cek kelebihan komen mu dan kekurangan komen mu, kira kira apa?? nah di situ jawaban nya,","negatif","negatif",""
"325","kak ray.. di pekerjaan ku itu hitungan nya borongan. tiap macking 1 kardus harganya 1.100 ada juga yang 1.400 kalau di bulatin ke atas kita makin senang tapi kalau sampai di bulatin kebawah itu sengsara banget. soalnya 1 kardus itu berat beratnya 20 kg kita sehari bisa dapat 100-120 kardus itu sudah alhamdulillah banget tapi kerasa di punggung sakit nya. kalau sampai di bulatin ke bawah jujur enggak ada pekerjaan lain sekarang ini ,karena mencari pekerjaan susah banget. dan pekerjaan ini sangat di andalkan untuk hidup kami. semoga perubahan uang juga melihat sisi kami yang masih melihat sisi 100 perak sebagai ya ng enggak yang berharga jika kami borongan","negatif","negatif",""
"326","​ kalau berdasarkan cost living mah ya kelihatannya parah lah bang, supply dan demand yang membuat semua itu terasa tinggi karena populasi manusia meningkat pesat dan perubahan iklim juga makin memperburuk kondisinya. tapi memang data dari bank dunia juga enggak gede bang inflasi mata uang kita, kalau enggak redenominasi tikus tikus busuk makin merajalela nantinya.","negatif","positif",""
"327","redenominasi itu artinya duit kita enggak ada artinya. sudah kayak kertas toilet. lo kerja nilainya susut karena uangnya enggak jujur jaga keringat kerja kita. wake up everybody ini perbudakan modern. cashless ini apalagi lo bakal terkurung dalam financial guantanamo. lo kecekek total. uang sudah jadi senjata skrg. lo berani lawan sang ndoro besar mata uang lo bakal diserang. mereka bakal perkaya orang yang patuh sistem perbudakan ini dan miskinin orang yang berani melawan ketidakadilan dan imperialisme moneter ini. turki yang dibilang kisah sukses lo main lah ke sana ekonominya nyungsep dan inflasi nya parah sudah 2 digit. pikir kritis dan gunakan hati nurani. kita hidup di dunia yang api jadi sungai, yang sungai kelihatan jadi api. good luck.","negatif","negatif",""
"328","0.8 atau 80 sen. kagak pakai minus.","negatif","netral",""
"329","redenominasi ya gue enggak usah debat ini adalah keputusan yang terbaik dilakukan sekarang gass parubaya inflasi dibawah 10% gunain saja dual price biar rakyat enggak binggung yang menyimpan duit di bawah kasur di brangkas sampai 100an t bisa mampus","negatif","positif",""
"330","yang gen saja gen saja bantu kasih edukasi gen boomer sama milenial saja pokoknya wkwk","negatif","positif",""
"331","optimis","positif","positif",""
"332","jangankan rededominasi..<br>uang lusuh tak layak edar saja masih berjalan ...<br>walaupun uang baru keluar setiap lebaran...<br>kenapa tidak ada yang setor uang lusuh kebank ...<br>pembeli dan pedagang sama-sama tahan emosi jika terima dan di beri uang lusuh <br>buat kembalian dan belanja","negatif","negatif",""
"333","percepat redominasi , biar duit yang di simpan tikus dalam tanah jadi bingung mau di setor kamana","negatif","positif",""
"334","bang lu kalo bikin konten yang feer ya , jangan kayak teman lu sih felix makin kesini makin enggak tau diri ,","negatif","netral",""
"335","65 bukan redenom tapi saneering kan?","negatif","negatif",""
"336","terus gini,ketika pemerintah mencetak uang 1rupiah 10rupiah,kan pemerintah itu harus memusnahkan aset dia seharga itu,agar uang yang beredar tetap kan,kalau gak,ya sama saja pemerintah bikin mata uang baru lagi..jadi peredaran uang semakin banyak,ada 1000rupiah,ada 1 rupiah,ada 100rupiah ada 100rb rupiah","negatif","negatif",""
"337","tonton bennix bang","positif","netral",""
"338","mereka sudah mengerti redenominasi 1k adalah 1000 aku setuju lebih praktis dan lebih mudah dihitung pakai excel akan mendatangkan investor dan peredaran uang lebih baik dengan syarat invasi di bawah 10%","positif","positif",""
"339","sebodo-bodonya manusia jaman ini, mau disamakan generasi tahun 60an kah..","negatif","negatif",""
"340","saya kasih paham jalan pikiran pak purbaya, dampak deh nominalisai kira kira siapa yang bakal panik, <br>jelas para koruptor yang menyimpan uang tunai hasil dari suap dsb..","negatif","positif",""
"341","double. sanering sama redominasi","netral","netral",""
"342","gue lebih percaya statement bennix daripada video ini. dukung penuh redenominasi seperti yang disampaikan bennix!","positif","positif",""
"343","begini saja katanya lu orang pintar, 1965 itu berapa yang tmat sd sampai sama dan sarjana, sakarang lu bandingkan tahun 2025 berapa orang tinggal yang tamat sd banyakan mana sama tamat s1 jadi sdm nya sudah pasti beda...","negatif","netral",""
"344","tahu 1965 sanering (pemotongan nilai uang) kalau rencana pak purbaya redenominasi (nilai uang tidak berubah hanya beda nominal) jadi jauh berbeda yaaa.., <a href= tidak merugikan rakyat &amp; negara malah banyak positifnya.. silakan pelajari dan mari kita dukung redenominasi,,,","positif","positif",""
"345","​ nya bukan salah, tapi kurang penjelasannya","negatif","netral",""
"346","mending fokus berantas koruptor daripada hal bodoh soal nominal duit ini ..","negatif","negatif",""
"347","mantap bang","positif","positif",""
"348","joss banget nih channel, bisa belajar banyak dari sini","positif","netral",""
"349","sosialisasi dulu lah om , jaman sekarang sudah modern .<br><br>mungkin kalau di sosialisasikan sekarang, mungkin bisa bagus .","positif","positif",""
"350","banyak orang misleading tentang ini. redenominasi bukan penyebab ekonomi runtuh, namun redenominasi merupakan pengakuan pemerintah bahwa yes, ekonomi kita sudah jelek &amp; kita redenominasi demi mengembalikan kepercayaan pasar. opini gua sebenarnya ini <a href= gambling game. kalau mau ini berhasil:<br>1. pemerintah harus meyakinkan pasar bahwa 100 ribu = 100, 99.900 ribu = 99.9 bukan dibuletin 100 supaya tidak ada additional inflasi<br>2. pemerintah harus bisa tekan inflasi di bawah 2% konsisten selama 10 tahun selama transisi<br>3. pemerintah harus usaha max. supaya pasar tetap percaya akan idr &amp; enggak akan pakai usd<br><br>kalau berhasil, kita bisa selangkah menuju negara maju 2045. kalau gagal, kita akan seperti venezuela.","negatif","negatif",""
"351","perjanjian dengan federal reserve 1998 itu kunci dari jatuhnya rupiah","netral","netral",""
"352","ray baik-baik ya di sana dan jaga kesehatan selalu..kiranya allah senantiasa melindungi mu dan menjaga setiap langkahmu","positif","netral",""
"353","gampang sih sekarang kluarin saja uang baru dengan model sama dengan yang saat ini beredar..jd ada dua jenis unag 10rb dan 10rupiah..wrna dan bntuknya sama..jd orang bklan terbiasa mke 10rupiah,, dan brtahap deh uang2 lama bklan ditrik pmrnth, sama kan kaya sekarang kalo ada uang model baru..uang2 lama secara alami hilang di pasaran","negatif","positif",""
"354","harusnya ada, pakai sistem koin sen nanti","negatif","positif",""
"355","saya setuju saja dan berharap bisa menaikan tingkat kepercayaan orang luar maupun mengangkat rupiah, karena kalau kita belanja seratus ribu semisalnya buat beli kebutuhan pokok saja kudu nombok, belum biaya bensin dan lain2. jadi apapun langkahnya selama itu berpihak pada rakyat pasti didukung","positif","positif",""
"356","nyetakk duit baru memang anggaran ya boleh metik dari pohon pasti pakai apbn belum lagi nanti ada oknum2 yang jahat. enggak usah lah redominisasi mending fokus perbanyak swasembada saja kita kan negara tropis","negatif","negatif",""
"357","kalian yakin sama sosialisasi di indo? iya medsos sekarang sudah ada, tapi yang di atas sana masih gaptek gak? yang di plosok gimana? masih ingat kata-kata &quot;internet buat apa?&quot;<br><br>gw juga pengin saja 0 nya ilang, tapi sebanding enggak kalo misal amit-amit gagal?","negatif","negatif",""
"358","tapi masih banyak rakyat yang tolol","negatif","negatif",""
"359","<a href= tapi pak bukanya sekarang deh umum orang bilang 10 itu 10k, 20 itu 20k, 50 itu 50k dan seterusnya?<br>jadi sudah ada langkah maju disisi psikologis masyarakat?<br>tinggal bagaimana nih pemerintah bisa lanjutkan sosialisasi ini, tapi rekam jejak sosialisasi pemerintah ke masyarakatnya itu begitu deh","negatif","negatif",""
"360","menurut saya, ganti saja nama mata uangnya jangan rupiah lagi. buat nama baru, uang nusantara atau uang apa kayak biar masyarakat enggak terlalu kaget","negatif","negatif",""
"361","redominasi adalah usulan bi/bank central,bukan dari menku, menku hanya menandatangani draft ruu nya saja,<br><br>pertanyaan kenapa bi/bank central mengusulkan redominasi???? apa ada tekanan pihak asing/pihak lain.<br><br>redominasi yang benar mestinya bi bisa menurunkan nilai tukar rupiah terhadap dolar bisa turun terus menerus setiap tahun....<br><br>berarti puluhan tahun bi/bank central gagal.... betul kata purbaya bi tak berguna....jika independen, semestinya bi/bank central di bawah menku...<br><br>redominasi akan bisa berhasil jika menku yang menjalankan, bukan bank central/bi.....<br><br>percuma redominasi di jalankan jika yang melaksanakan bi/bank central...<br><br>salah besar ada pendapat jika redominasi berlaku koruptor hancur!!!! ingat para koruptor tidak mungkin menyimpan uang triliunan di bunker!!!! dia akan menyimpan uang nya di luar negeri dengan mata uang us.....jadi meskipun redominasi uang mereka tetap aman....<br><br>klau mau ekonomis indonesia membaik bubarkan bank central, atau bi dirubah di bawah pengawasan menku....","negatif","negatif",""
"362","kok bikin sulit diri sendiri ya. kurupsi dihukum mati saja bangsa ini pasti lebih makmur","negatif","negatif",""
"363","harapan gue sama bang, tapi masalah psikologis itu penting tapi bisa jadi juga menghambat redominasi ini yang terjadi kalau terhambat maka orang-orang/oknum-oknum itu bisa merencanakan sesuatu yang lebih untuk mengakali redominasi agar mereka meraup keungutungan atau bahkan rencana jahatnya mereka mempersiapkan untuk meningkatkan inflasi sebesar-besarnya dengan cara apa? hanya mereka yang tau. yang jelas mereka juga sedang menyusun rencana dengan tepat dan membutuhkan waktu juga agar lebih matang. disatu sisi redominasi juga harus benar-benar di rancang sebaik mungkin atau hampir sempurna dan perlu waktu juga semakin lambat maka penawarnya (rencana jahat) juga akan selesai dibuat.<br><br>ini sih menurut kesotoyan gue yang tingkat dewa tanpa data dan gue juga bukan orang pintar tapi gue berharap redominasi disegerakan dengan siap! memperlambatnya akan menumbuhkan jamur yang membusuk pada buahnya.","negatif","positif",""
"364","saya rasa enggak perlu sosialisasi soalnya uang akan ditukar dibank jadi orang yang punya uang gede akan ditukar dibank 100.000 rp jadi 100 rp uang baru , masarakat sudah pada cerdas dan.sos med sekarang sudah tidak asing bagi masarakat","positif","positif",""
"365","mhn maaf . saya awam dalam hal redonominasi . saya pejuang rupiah . sering titip jual dagangan harga dasar rp 17 . 300 . terus . . setelah terjd redonominasi mjd rp 18 . atau mjd rp 17 . . . .ini yang membuat di lema di pasar2 pada umum nya","netral","negatif",""
"366","rakyat papua bertahun2 menderita ... dimata hati nurani kaliannnn.....","negatif","negatif",""
"367","semoga pemerintah melakukan regenerasi terlebih dahulu agar generasi muda bisa mengisi pemerintahan atau yang lain dalam kurun waktu 20-30 tahun kedepan sebelum melakukan redenominasi karena saat ini orang terpandang masih banyak dikuasai oleh orang tua yang justru menjadi bumerang bagi pemerintah sendiri","negatif","negatif",""
"368","tahun 65 itu sanering, bukan redenominasi.","netral","netral",""
"369","tujuannya apa redenominasi ? jika ingin rupiah kuat terhadap dollar amerika, tinggal perbaiki ekonomi, perbanyak ekspor, turunkan gaji para asn dan pejabat lainnya. kendalikan inflasi dan biarkan terjadi deflasi secara alamiah. lagipula enggak ada jaminan setelah redenominasi rupiah, rupiah tetap kuat dalam waktu 20 tahunan.","positif","negatif",""
"370","kalo beli tahu bulat sebiji doang bayarnya berapa ya? 0.5 rupiah? atau pakai sen? kan pecahan terkecilnya rp1.","negatif","negatif",""
"371","1k 10k 20k 50k","netral","netral",""
"372","buat harga saham yang rp 50 entar bagaimana ya<br><br>jadi rp 0,05","netral","netral",""
"373","guys kalian tau enggak sih nilai sebenarnya dari rp.100.000,- yang ada di dompet kalian? itu sudah mengalami 3x pemotongan baik sanering ataupun redenominasi, nilai sesungguhnya kalo enggak di potong nol nya sudah mirip dengan zimbabwe, 100.000*2*10*1.000= 2.000.000.000,- bayangkan saja uang segitu cuma bisa beli marlboro 2 bungkus","negatif","negatif",""
"374","salah data lo tahun 65 itu sanering bukan redenomnasi","netral","netral",""
"375","iya benar juga tuh temanku kalo nyebut 2 juta dia bilangnya 2 rb.","negatif","positif",""
"376","jangan dulu lah, gue lagi rintis youtube nih mau monet, entar kalo dibayar misal dapat 2 juta jadi 2000 saja tapi kalo beli barang masih pakai nominal lama jadi kacau","negatif","negatif",""
"377","secara enggak sadar dimasyarakat sudah meredominasi bilangan mata uang rupiah sudah sejak lama.","negatif","positif",""
"378","kebanyakan projek, kebanyakan undang undang itulah indonesia tapi kebanyakan hasilnya blunder","negatif","negatif",""
"379","dulu gagal karena tidak banyak yang korupsi <br>skrg banyak korupsi <br>pasti semuah rakyat sudah paham kok <br>ini chanel hanya mau profokator ke masrakat","negatif","positif",""
"380","saya sih setuju,dan semoga pak pur mempersiapkan dengan matang,karena akan lebih simple dalam transaksi dan meminimalisir kesalahan input,karena terlalu banyak 0 .","positif","positif",""
"381","​-48iya memang sih. tetapi masalahnya saat ini yang jadi orang terpandang kebanyakan orang tua yang sudah nyaman dengan kebijakan sebelum redominasi. saya khawatir jika tidak dipertimbangkan, malah jadi bumerang","negatif","negatif",""
"382","tahun 1962 sampai 1965 itu sanering berbeda dengan redenominasi.. dan pada waktu itu inflasi luar biasa.. ya jelas gagal..","negatif","negatif",""
"383","angka psikologis yang punya pengaruh kuat itu 0 dan 5, selain itu akan anumerta nanti... banyak nilai intrisik yang hilang.... nasehat gue lu2 s3mua mulai sekarang cicil beli emas fisik, usahakan keep itu jangan jual sampai redenominasi kejadian... lu enggak akan kehilangan nilai intrisik yang &quot;menguap&quot; tadi atau minimal belikan aset yang liquid seperti saham dan stable coin","negatif","negatif",""
"384","​ ya gambar uangnya biar seperti yang lama agar masyarakat kecil enggak bingung","negatif","negatif",""
"385","mending narasi positif aja, enggak banyak bla3... redominasi lebih banyak positif nya segera dilaksanakan....","positif","positif",""
"386","lebih cepat lebih bagus ,","positif","positif",""
"387","tutup saja konten mu","negatif","negatif",""
"388","masalah redenominasi sebenarnya secara nyata sudah dijalankan oleh orang jawa,<br>1 juta disebut 1000<br>2 juta disebut 2000<br>500k disebut 500 aja<br>150k disebut 15 saja","netral","positif",""
"389","kalo benaran indonesia berhasil redomisasi, untuk awal&quot; pastinya perlu penyesuaian dari masyarakat kita sendiri apalagi kayak aku kerja gajinya 3jt perbulan jadi 3k wkwkwk, jadi kaget ajasii. tapi percayain saja lah sama mentri keuangan kita yang baru","negatif","positif",""
"390","ilmu anda itu enggak dah apa-apa nya di bandingkan dengan ilmu pak purbaya,, beliau orang pintar, pak purbaya kalau sudah mengambil tindakan dan keputusan itu pasti sudah melalui pemikiran yang matang,<br>anda dan orang-orang yang membuat video seakan menolak redenominasi itu hanya takut miskin, iya anda hanya takut kelihatan miskin, padahal kalau rupiah di redenominasi orang yang kayak harta uangnya, nol nya akan tetap terlihat lebih di banding harta uang orang miskin, misalnya setelah rupiah di redenominasi yang kayak punya uang 1000 yang miskin hanya punya 1 rupiah, tetap ada perbedaan yang kayak dan yang miskin,,<br>redenominasi membawa banyak manfaat dan keuntungan bagi masyarakat dan negara indonesia yang kita cintai,,<br>janganlah takut, orang yang kayak akan tetap punya harta yang lebih di banding dengan orang miskin<br>terima kasih pak purbaya yudi sadewa telah mengambil keputusan yang baik untuk indonesia <br>maju terus indonesia ku","negatif","positif",""
"391","bahkan ada yang lebih bar bar kayak c1 b1 a1 hiji kang jual beli di fb pasti sudah enggak asing bhkan seru","negatif","positif",""
"392","setuju dengan redenominasi, inflasi sekarang 2.6 persen ya jelas ini waktu yang tepat, maju pak menteri koboyy","positif","positif",""
"393","besar harapan supaya ini berhasil","positif","positif",""
"394","koruptor menyimpan duit di bank dan di balik kasur. nah kalo redenominasi ini terjadi, bagaimana caranya koruptor nuker uangnya yang dibalik kasur itu?","negatif","positif",""
"395","dari tahap bawah dulu,, untuk uji penyesuwaian edar di masyarakat,, teknisnya di kembangkan dari bawah,, jaman di era presiden sukarno dulu pernah di lakukan tapi gagal karena banyak yang tidak paham denggan nilai uwang,, beda jauh denggan sekarang","negatif","positif",""
"396","kalau uang koin pakai ,sen atau perak?","negatif","netral",""
"397","​ tunggu ya bang. . sehat sehat selalu ya bro.","positif","netral",""
"398","jangan percaya chanel ini mending telusuri orang ini siapa tahu orangnya tak jelas niatnya hai bung koruptor akan bingung nyimpan uangnya mau di tukar bank curiga kok punya uang triliunan eh ternyata hasil korupsi tangkap ,1 dolar tak lagi sebutannya ribuan lagi ,pertukaran ekonomi lebih mudah ,tdk ada lagi uang beredar 50 rp.100 rp. di supermarket bayangkan sekarang itu di pakai di mall tapi tak bisa beli gerupuk terus kenapa di cetak dan banyak lagi yang positifnya","negatif","negatif",""
"399","<a href= berarti pesti koruptor sudah denger, langsung pada beli emas dong mereka nanti enggak ketahuan","negatif","negatif",""